"Domain Name"," ItemID"," Auction Type"," Time Left"," Price"," Bids"," Domain Age"," Traffic","ValuationPrice"," MonthlyParkingRevenue"
"CATSPAYNEUTER.COM","245351879","BuyNow","01/20/2018 10:25 AM (PST)","$10","0","3","2","$1681","$0"
"SANKOFACIRCLE.COM","245352275","BuyNow","01/20/2018 10:25 AM (PST)","$10","0","3","2","$968","$0"
"ESCORTILANCI.ORG","245390695","Bid","01/20/2018 10:25 AM (PST)","$12","0","2","4","$295","$0"
"E-SMARTMANAGER.COM","245399945","BuyNow","01/20/2018 10:25 AM (PST)","$11","0","4","0","$247","$0"
"MALACHI.TV","245387020","Bid","01/20/2018 10:25 AM (PST)","$12","0","14","0","$57","$0"
"DEAL-MORE.US","245387545","BuyNow","01/20/2018 10:25 AM (PST)","$11","0","2","0","$4","$0"
"XN--ON8HPX.WS","245387610","Bid","01/20/2018 10:25 AM (PST)","$12","0","2","0","$0","$0"
"VIPMODELSMIAMI.COM","245278266","BuyNow","01/20/2018 10:25 AM (PST)","$9","0","4","0","$863","$0"
"SPACITYDEAL.COM","245387993","BuyNow","01/20/2018 10:25 AM (PST)","$11","0","8","0","$933","$0"
"BAYOUBENDGUNSHOP.COM","245278542","BuyNow","01/20/2018 10:25 AM (PST)","$9","0","4","13","$457","$0"
"TEAMXHOME.COM","245278675","BuyNow","01/20/2018 10:25 AM (PST)","$9","0","4","0","$1343","$0"
"LOSANGELESSECURITYGUARDS.COM","245281098","BuyNow","01/20/2018 10:25 AM (PST)","$9","0","3","4","$140","$0"
"BROOKLYNTOMATOS.COM","245281434","BuyNow","01/20/2018 10:25 AM (PST)","$9","0","3","0","$853","$0"
"FORWIDOWSINNEED.ORG","245390854","Bid","01/20/2018 10:25 AM (PST)","$12","0","2","0","$144","$0"
"JENELLEKUNZ.COM","245351476","BuyNow","01/20/2018 10:25 AM (PST)","$10","0","3","2","$247","$0"
"INKEMPIRECONVENTION.COM","245363002","BuyNow","01/20/2018 10:25 AM (PST)","$10","0","3","4","$508","$0"
"ESCOLAZ.COM","245363690","BuyNow","01/20/2018 10:25 AM (PST)","$10","0","3","0","$1253","$0"
"BESTACNE-TREATMENTS.COM","245363723","BuyNow","01/20/2018 10:25 AM (PST)","$10","0","4","7","$322","$0"
"XCENTRICSTYLE.COM","245362753","BuyNow","01/20/2018 10:25 AM (PST)","$10","0","2","2","$1086","$0"
"ANAHOUSING.COM","245363637","BuyNow","01/20/2018 10:25 AM (PST)","$10","0","2","0","$1215","$0"
"REMEMBERWHENBOX.COM","245358091","BuyNow","01/20/2018 10:25 AM (PST)","$10","0","2","2","$1081","$0"
"YIY12A.COM","245362756","BuyNow","01/20/2018 10:25 AM (PST)","$10","0","2","0","$0","$0"
"THEAPOTHECARYPR.NET","245345340","Bid","01/20/2018 10:25 AM (PST)","$12","0","0","0","$183","$0"
"LOWGLYCEMICCERTIFIED.COM","245347419","BuyNow","01/20/2018 10:25 AM (PST)","$10","0","4","0","$170","$0"
"PRODIGY.WS","245334924","BuyNow","01/20/2018 10:25 AM (PST)","$11","0","2","0","$170","$0"
