"Domain Name"," ItemID"," Auction Type"," Time Left"," Price"," Bids"," Domain Age"," Traffic","ValuationPrice"," MonthlyParkingRevenue"
"RENTONLINEMOVIES.COM","245987957","Bid","01/24/2018 11:28 AM (PST)","$12","0","2","0","$546","$0"
"MUMBAIREDESCORTS.COM","245987365","Bid","01/24/2018 11:28 AM (PST)","$12","0","3","0","$111","$0"
"BAYSHORECDC.COM","245985542","Bid","01/24/2018 11:28 AM (PST)","$12","0","8","2","$326","$0"
"NWLOANSOLUTION.COM","245996299","Bid","01/24/2018 11:28 AM (PST)","$12","0","7","9","$487","$0"
"ZHUZHAN666.COM","245996320","Bid","01/24/2018 11:28 AM (PST)","$12","0","2","0","$731","$0"
"DOETEMPO.COM","245994067","Bid","01/24/2018 11:28 AM (PST)","$12","0","3","0","$1422","$0"
"FINDINGYOURPATHHOME.COM","245995182","Bid","01/24/2018 11:28 AM (PST)","$12","0","3","0","$497","$0"
"XN--12C1CFMJQE6IFC5EXJ.COM","245991509","Bid","01/24/2018 11:28 AM (PST)","$12","0","4","4","$0","$0"
"XMMENHU.COM","245997432","Bid","01/24/2018 11:28 AM (PST)","$12","0","2","0","$459","$0"
"TANDEM-TECH.COM","245993362","Bid","01/24/2018 11:28 AM (PST)","$12","0","3","2","$831","$0"
"COLLEGESCHOLARSHIPUSA.COM","245978222","Bid","01/24/2018 11:28 AM (PST)","$12","0","10","11","$1140","$0"
"FOUNTAINOFWOW.COM","245991331","Bid","01/24/2018 11:28 AM (PST)","$12","0","5","2","$1018","$0"
"XERISCAPENEVADA.COM","245987249","Bid","01/24/2018 11:28 AM (PST)","$12","0","3","2","$120","$0"
"HONGREN990.COM","245545527","Bid","01/24/2018 11:28 AM (PST)","$12","0","0","30","$464","$0"
"4-4INNOVATIONS.NET","245556859","Bid","01/24/2018 11:28 AM (PST)","$12","0","0","9","$15","$0"
"HOMEDEKORA.COM","245557333","Bid","01/24/2018 11:28 AM (PST)","$12","0","0","0","$1211","$0"
"JULIANUNSWORTH.COM","245533414","Bid","01/24/2018 11:28 AM (PST)","$12","0","0","120","$583","$0"
"CALCULATEDPOWER.COM","245557841","Bid","01/24/2018 11:28 AM (PST)","$12","0","0","0","$1344","$0"
"QUIDDITYENTERPRISES.COM","245557854","Bid","01/24/2018 11:28 AM (PST)","$12","0","0","0","$703","$0"
"LCJJ-HK.COM","245531593","Bid","01/24/2018 11:28 AM (PST)","$12","0","0","30","$0","$0"
"RACECARCOATING.COM","245972559","Bid","01/24/2018 11:28 AM (PST)","$12","0","14","0","$1027","$0"
"REMOTE-VU.COM","245972555","Bid","01/24/2018 11:28 AM (PST)","$12","0","15","0","$487","$0"
"ABOYWITHFISH.COM","245972515","Bid","01/24/2018 11:28 AM (PST)","$12","0","14","4","$879","$0"
"BOUTIQUEVIETNAM.COM","245972530","Bid","01/24/2018 11:29 AM (PST)","$12","0","13","0","$1242","$0"
"SKYLINEGLOBALCONSULTING.COM","245995417","Bid","01/24/2018 11:29 AM (PST)","$12","0","3","0","$718","$0"
"PUREELEMENTSLLC.COM","245995382","Bid","01/24/2018 11:29 AM (PST)","$12","0","3","4","$1159","$0"
"DJBURGERGIRL.COM","245993890","Bid","01/24/2018 11:29 AM (PST)","$12","0","2","0","$546","$0"
"PANUELOSCUBANOS.COM","245991839","Bid","01/24/2018 11:29 AM (PST)","$12","0","3","0","$172","$0"
"PUMPENREPARATUR.COM","245231417","Bid","01/24/2018 11:29 AM (PST)","$12","0","0","0","$95","$0"
"ISTANBULCIKOLATA.COM","245557789","Bid","01/24/2018 11:29 AM (PST)","$12","0","0","0","$1058","$0"
"MEIJERNET.INFO","245558203","Bid","01/24/2018 11:29 AM (PST)","$12","0","0","0","$10","$0"
"ROERSMA.INFO","245558194","Bid","01/24/2018 11:29 AM (PST)","$12","0","0","0","$21","$0"
"PLAINLABELFITNESS.NET","245559490","Bid","01/24/2018 11:29 AM (PST)","$12","0","0","0","$65","$0"
"BAGGAGECLAIMER.COM","245990179","Bid","01/24/2018 11:29 AM (PST)","$12","0","6","0","$1117","$0"
"WHDELIGHTS.COM","245990159","Bid","01/24/2018 11:29 AM (PST)","$12","0","2","0","$910","$0"
"SIMPLYSTENCILED.COM","245989321","Bid","01/24/2018 11:29 AM (PST)","$12","0","2","4","$743","$0"
"GUYSSELF.COM","245986493","Bid","01/24/2018 11:29 AM (PST)","$12","0","6","0","$1315","$0"
"LOVESRADAR.COM","245986498","Bid","01/24/2018 11:29 AM (PST)","$12","0","6","0","$1197","$0"
"SUNSETANDVINEAPTSBLOG.COM","245986400","Bid","01/24/2018 11:29 AM (PST)","$12","0","7","2","$143","$0"
"AMIABPZONEBRESIDENT.COM","245990240","Bid","01/24/2018 11:29 AM (PST)","$12","0","6","0","$29","$0"
"MURAIBATUEKORPANJANG.COM","245987434","Bid","01/24/2018 11:29 AM (PST)","$12","0","3","0","$74","$0"
"AGINGENGAGED.COM","245989503","Bid","01/24/2018 11:29 AM (PST)","$12","0","6","0","$1484","$0"
"AGOENGI.COM","245449667","Bid","01/24/2018 11:29 AM (PST)","$12","0","0","90","$737","$0"
"ANNETTESHEALINGJOURNEY.COM","245447528","Bid","01/24/2018 11:29 AM (PST)","$12","0","0","24","$163","$0"
"KDQCIP.COM","245457972","Bid","01/24/2018 11:29 AM (PST)","$12","0","0","30","$0","$0"
"OTKTNTD.COM","245474522","Bid","01/24/2018 11:29 AM (PST)","$12","0","0","30","$0","$0"
"GZCWBLL.COM","245486959","Bid","01/24/2018 11:29 AM (PST)","$12","0","0","0","$0","$0"
"VANDAALEN.ORG","245558350","Bid","01/24/2018 11:29 AM (PST)","$12","0","0","0","$648","$0"
"184718.COM","245556536","Bid","01/24/2018 11:29 AM (PST)","$12","0","0","0","$209","$0"
"FURYOURLOVE.COM","245556476","Bid","01/24/2018 11:29 AM (PST)","$12","0","0","0","$1028","$0"
"CHEAPAIRFLIGHTS24.NET","245443423","Bid","01/24/2018 11:29 AM (PST)","$12","0","0","0","$47","$0"
"RAPADIO.US","245977608","Bid","01/24/2018 11:29 AM (PST)","$12","0","3","0","$1","$0"
