"Domain Name"," ItemID"," Auction Type"," Time Left"," Price"," Bids"," Domain Age"," Traffic","ValuationPrice"," MonthlyParkingRevenue"
"WWWWNS098.COM","245964572","Bid","01/27/2018 10:18 AM (PST)","$12","0","0","30","$0","$0"
"LAURAPLUSBOOKS.COM","245984368","Bid","01/27/2018 10:18 AM (PST)","$12","0","0","0","$373","$0"
"HELENANDLAZARD.COM","245970395","Bid","01/27/2018 10:18 AM (PST)","$12","0","0","0","$312","$0"
"ASKMEPAL.COM","245983147","Bid","01/27/2018 10:18 AM (PST)","$12","0","0","0","$1267","$0"
"6242A88.COM","245972212","Bid","01/27/2018 10:18 AM (PST)","$12","0","0","30","$0","$0"
"SHAKEMONEY.COM","245892744","Bid","01/27/2018 10:18 AM (PST)","$12","0","0","37","$1416","$0"
"NAMESTAJPOPOVIC.COM","245892786","Bid","01/27/2018 10:18 AM (PST)","$12","0","0","14","$315","$0"
"EDPIRATES.COM","245858156","Bid","01/27/2018 10:18 AM (PST)","$12","0","0","24","$1128","$0"
"HASSELBIG.COM","246160079","Bid","01/27/2018 10:18 AM (PST)","$12","0","3","7","$546","$0"
"STAIGHTFORWARDCOMMS.COM","245417708","Bid","01/27/2018 10:18 AM (PST)","$12","0","0","0","$96","$0"
"265RIPKA.COM","246167732","Bid","01/27/2018 10:18 AM (PST)","$12","0","2","0","$0","$0"
"SANSLISAYI27.COM","246167403","Bid","01/27/2018 10:18 AM (PST)","$12","0","2","0","$51","$0"
"DMPROCKS.COM","246166977","Bid","01/27/2018 10:18 AM (PST)","$12","0","2","0","$975","$0"
"FOUNDERGROVE.COM","246169640","Bid","01/27/2018 10:18 AM (PST)","$12","0","2","9","$1289","$0"
"130NSAINTPAULSRD.COM","246166946","Bid","01/27/2018 10:18 AM (PST)","$12","0","2","0","$40","$0"
"INFLUENCERREACH.COM","246157479","Bid","01/27/2018 10:18 AM (PST)","$12","0","4","0","$1154","$0"
"MCLARENOFLAKEFOREST.COM","246170470","Bid","01/27/2018 10:18 AM (PST)","$12","0","5","0","$118","$0"
"JZXINCHUN.COM","246170238","Bid","01/27/2018 10:18 AM (PST)","$12","0","2","37","$228","$0"
"RID5.COM","246158949","Bid","01/27/2018 10:18 AM (PST)","$12","0","3","0","$1414","$0"
"THECITYOUT.COM","246161867","Bid","01/27/2018 10:18 AM (PST)","$12","0","3","0","$1094","$0"
"BAKERFORHEISMAN.COM","246161914","Bid","01/27/2018 10:18 AM (PST)","$12","0","3","0","$171","$0"
"BLOOMINGTONMNS.INFO","246084544","Bid","01/27/2018 10:18 AM (PST)","$12","0","2","2","$1","$0"
"XN--W77HD65I.WS","246085665","Bid","01/27/2018 10:18 AM (PST)","$12","0","2","0","$0","$0"
"GANGAS.ORG","245983355","Bid","01/27/2018 10:18 AM (PST)","$12","0","0","0","$1461","$0"
"STUDSTATION.COM","246163830","Bid","01/27/2018 10:18 AM (PST)","$12","0","2","2","$1249","$0"
"ERINDEBOOY.COM","245967814","Bid","01/27/2018 10:18 AM (PST)","$12","0","0","120","$512","$0"
"DAELENBERG.COM","245968054","Bid","01/27/2018 10:18 AM (PST)","$12","0","0","30","$1170","$0"
"WWWJS653.COM","245964743","Bid","01/27/2018 10:18 AM (PST)","$12","0","0","30","$0","$0"
"QKGZBWG.COM","245964264","Bid","01/27/2018 10:18 AM (PST)","$12","0","0","30","$0","$0"
"BRANDXCOMMUNICATIONS.ME","246085487","Bid","01/27/2018 10:18 AM (PST)","$12","0","3","0","$17","$0"
"REAL-IDS.INFO","246083804","Bid","01/27/2018 10:18 AM (PST)","$12","0","3","0","$1","$0"
"VPSMAP.INFO","246083757","Bid","01/27/2018 10:18 AM (PST)","$12","0","7","0","$12","$0"
"ARTFORINTERIORS.ORG","246087965","Bid","01/27/2018 10:18 AM (PST)","$12","0","2","2","$356","$0"
"JDRAMA.CC","246083257","Bid","01/27/2018 10:18 AM (PST)","$12","0","7","17","$58","$0"
"RESONATEEVENTS.ORG","246083076","Bid","01/27/2018 10:18 AM (PST)","$12","0","3","0","$474","$0"
"INFOTREE.ORG","246083086","Bid","01/27/2018 10:18 AM (PST)","$12","0","3","11","$1411","$0"
"STORAGAUCTIONS.COM","246168399","Bid","01/27/2018 10:18 AM (PST)","$12","0","2","17","$531","$0"
"DABITKIT.COM","246163214","Bid","01/27/2018 10:18 AM (PST)","$12","0","3","7","$1033","$0"
"AXISOFFICIAL.NET","245899244","Bid","01/27/2018 10:18 AM (PST)","$12","0","0","3","$68","$0"
